City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
286,Yenagoa,NG,4.9247,6.2642,73.08,97,100,3.36,overcast clouds
287,Arroio Grande,BR,-32.2375,-53.0869,60.28,94,100,5.64,moderate rain
288,Kaitangata,NZ,-46.2817,169.8464,50.4,90,100,3.51,overcast clouds
289,Ponta Do Sol,PT,32.6667,-17.1,73.0,65,26,3.6,scattered clouds
290,Singaraja,ID,-8.112,115.0882,79.97,79,88,5.5,overcast clouds
291,Ordubad,AZ,38.9059,46.0234,55.49,55,64,3.36,broken clouds
292,Blackwater,AU,-23.5833,148.8833,75.85,74,98,5.61,overcast clouds
293,Yaan,NG,7.3833,8.5667,74.01,87,91,4.27,overcast clouds
294,Mount Isa,AU,-20.7333,139.5,71.37,73,74,0.0,light rain
295,Vengerovo,RU,55.6848,76.7471,49.41,70,100,17.4,overcast clouds
296,Chalinze,TZ,-6.6378,38.354,74.26,74,29,6.08,scattered clouds
297,Ginir,ET,7.1333,40.7,59.11,41,12,5.64,few clouds
298,Sayyan,YE,15.1718,44.3244,58.8,26,56,7.58,broken clouds
299,Jinhua,CN,29.1078,119.6547,54.9,98,100,2.33,light rain
300,Kikwit,CD,-5.041,18.8162,71.98,95,77,1.61,light rain
301,Sunland Park,US,31.7965,-106.58,79.36,22,1,1.01,clear sky
302,Hofn,IS,64.2539,-15.2082,44.98,92,100,8.97,overcast clouds
303,Gari,RU,59.4307,62.3497,39.9,73,69,13.49,broken clouds
304,Hovd,MN,48.0056,91.6419,36.28,56,74,6.62,broken clouds
305,Vavozh,RU,56.7751,51.931,40.1,82,42,8.01,scattered clouds
306,Baykit,RU,61.67,96.37,32.94,92,99,9.44,light snow
307,Esperance,AU,-33.8667,121.9,51.64,68,9,17.87,clear sky
308,Alofi,NU,-19.0595,-169.9187,66.09,82,33,6.91,scattered clouds
309,Qaqortoq,GL,60.7167,-46.0333,37.9,75,61,6.87,broken clouds
310,Rio Gallegos,AR,-51.6226,-69.2181,53.65,26,75,44.87,broken clouds
311,Prien,US,30.1819,-93.2738,84.18,69,40,4.0,scattered clouds
312,Vila Velha,BR,-20.3297,-40.2925,78.75,73,40,14.97,scattered clouds
313,Wattegama,LK,6.7989,81.4808,74.53,88,30,2.46,scattered clouds
314,Tuatapere,NZ,-46.1333,167.6833,50.85,97,100,0.96,overcast clouds
315,Selfoss,IS,63.9331,-20.9971,47.28,91,100,5.35,overcast clouds
316,Batticaloa,LK,7.7102,81.6924,79.83,79,56,5.12,broken clouds
317,Puerto Escondido,MX,15.85,-97.0667,76.03,73,90,6.91,overcast clouds
318,Lasa,IT,46.6166,10.7002,47.28,61,4,1.23,clear sky
319,Lamar,US,33.6668,-95.5836,82.36,78,75,13.8,broken clouds
320,Pochutla,MX,15.7432,-96.4661,76.82,76,98,2.15,overcast clouds
321,Bar Harbor,US,44.3876,-68.2039,53.02,73,90,4.0,overcast clouds
322,Marienburg,PL,54.0359,19.0266,43.88,82,39,7.65,scattered clouds
323,Mayumba,GA,-3.432,10.6554,77.31,85,72,4.43,broken clouds
324,Lyuban,BY,52.7985,28.0048,43.45,69,81,13.89,broken clouds
325,Maniitsoq,GL,65.4167,-52.9,26.35,50,72,7.36,broken clouds
326,Fomboni,KM,-12.28,43.7425,79.41,72,1,7.45,clear sky
327,Asau,RO,46.4333,26.4,49.95,61,14,4.23,light rain
328,Shalyhyne,UA,51.5717,34.1217,39.76,70,21,9.4,few clouds
329,Talgar,KZ,43.3027,77.2395,30.36,86,1,4.47,mist
330,Xai-Xai,MZ,-25.0519,33.6442,82.9,53,0,16.22,clear sky
331,Dandong,CN,40.1292,124.3947,43.9,65,0,3.06,clear sky
332,Boende,CD,-0.2167,20.8667,77.41,81,95,1.7,overcast clouds
333,Sampit,ID,-2.5333,112.95,74.39,97,68,1.92,broken clouds
334,Sanda,JP,34.8833,135.2333,51.94,81,3,3.89,clear sky
335,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,87,75,9.22,broken clouds
336,Shu,KZ,43.5983,73.7614,48.22,48,15,3.31,few clouds
337,Barrinha,BR,-21.1936,-48.1639,93.69,20,0,8.97,clear sky
338,Chumikan,RU,54.7183,135.315,38.19,78,48,21.16,scattered clouds
339,Ballina,AU,-28.8667,153.5667,71.78,94,7,6.91,clear sky
340,Havelock,US,34.8791,-76.9013,75.97,71,20,5.99,few clouds
341,Namibe,AO,-15.1961,12.1522,67.41,68,39,12.75,scattered clouds
342,Sabha,LY,27.0377,14.4283,85.46,14,46,11.01,scattered clouds
343,Show Low,US,34.2542,-110.0298,66.88,34,1,26.46,clear sky
344,Guozhen,CN,34.3659,107.359,50.85,84,56,1.12,broken clouds
345,Moelv,NO,60.9333,10.7,32.94,80,83,1.34,broken clouds
346,Mansehra,PK,34.3333,73.2,52.32,66,10,5.21,clear sky
347,Zeerust,ZA,-25.5369,26.0751,76.01,14,0,15.57,clear sky
348,Olga,RU,43.7444,135.2892,38.66,71,5,5.59,clear sky
349,Svetlaya,RU,46.5389,138.3297,41.61,71,23,6.69,few clouds
350,Bawku,GH,11.0616,-0.2417,88.07,46,100,8.08,overcast clouds
351,Champerico,GT,14.3,-91.9167,92.77,75,68,6.55,broken clouds
352,Harur,IN,12.0667,78.5,73.76,92,77,3.02,broken clouds
353,Marzuq,YE,14.4,46.4667,75.65,27,13,1.05,few clouds
354,Sakakah,SA,29.9697,40.2064,80.17,30,2,12.41,clear sky
355,Mizdah,LY,31.4451,12.9801,80.37,25,100,7.58,overcast clouds
356,Liverpool,GB,53.4106,-2.9779,54.18,76,90,5.01,overcast clouds
357,Ahipara,NZ,-35.1667,173.1667,59.94,97,92,1.74,overcast clouds
358,Yuancheng,CN,36.652,107.7896,44.42,86,49,4.5,scattered clouds
359,Kruisfontein,ZA,-34.0033,24.7314,58.89,68,7,18.05,clear sky
360,Mananara,MG,-16.1667,49.7667,75.61,95,27,3.87,scattered clouds
361,Sassenberg,DE,52.0,8.05,48.18,78,96,5.12,overcast clouds
362,Balkanabat,TM,39.5108,54.3671,61.45,17,0,10.11,clear sky
363,Kalabo,ZM,-14.97,22.6814,83.03,36,91,3.11,overcast clouds
364,Sarangani,PH,5.4033,125.4636,82.09,77,100,10.58,overcast clouds
365,Balakhninskiy,RU,58.0106,114.2769,26.51,96,98,1.5,overcast clouds
366,Palmer,US,42.1584,-72.3287,59.76,54,20,1.99,few clouds
367,Flin Flon,CA,54.7682,-101.865,37.24,93,75,6.91,mist
368,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.8,74,75,4.61,thunderstorm
369,Korocha,RU,50.8107,37.1953,45.32,57,17,11.03,few clouds
370,Nikel,RU,69.4128,30.222,26.78,95,100,10.2,light snow
371,Kenai,US,60.5544,-151.2583,42.15,90,75,13.8,broken clouds
372,San Vicente,AR,-26.6167,-54.1333,62.15,99,100,6.38,heavy intensity rain
373,Baleshwar,IN,21.4942,86.9317,72.91,75,36,2.62,scattered clouds
374,Tual,ID,-5.6667,132.75,83.64,76,80,11.83,broken clouds
375,Camopi,GF,3.1655,-52.3158,82.02,82,99,3.78,overcast clouds
376,Mahajanga,MG,-15.7167,46.3167,78.82,78,20,10.36,few clouds
377,Lufilufi,WS,-13.8745,-171.5986,76.78,71,100,17.02,overcast clouds
378,Kabanjahe,ID,3.1001,98.4908,61.56,96,98,1.88,moderate rain
379,Hakkari,TR,37.5833,44.1667,42.58,70,40,10.36,scattered clouds
380,Zaraza,VE,9.3503,-65.3245,95.49,36,36,9.4,scattered clouds
381,Saskylakh,RU,71.9167,114.0833,7.38,95,100,16.08,light snow
382,Morshansk,RU,53.4435,41.8107,44.58,63,73,7.72,broken clouds
383,Aracati,BR,-4.5617,-37.7697,87.57,56,88,12.26,overcast clouds
384,Goundi,TD,9.3627,17.366,81.7,57,23,2.84,few clouds
385,Magistralnyy,RU,56.1725,107.4458,32.0,95,100,0.63,overcast clouds
386,Shenjiamen,CN,29.9576,122.298,64.92,60,100,9.22,overcast clouds
387,Sur,OM,22.5667,59.5289,81.81,59,0,4.88,clear sky
388,Opuwo,NA,-18.0607,13.84,76.86,12,3,12.1,clear sky
389,Nuevo Progreso,MX,23.1667,-97.95,87.6,62,7,5.01,clear sky
390,Kungurtug,RU,50.5994,97.5228,28.63,66,69,0.78,broken clouds
391,Lagoa,PT,39.05,-27.9833,66.69,73,5,14.29,clear sky
392,Kansanshi,ZM,-12.0951,26.4273,72.18,48,51,2.28,broken clouds
393,Aurdal,NO,60.9242,9.4159,34.11,74,92,1.1,overcast clouds
394,Marsh Harbour,BS,26.5412,-77.0636,77.83,83,100,12.71,overcast clouds
395,Amapa,BR,1.0,-52.0,88.75,52,93,1.43,overcast clouds
396,Letychiv,UA,49.3826,27.6305,40.14,63,9,7.38,clear sky
397,Nuneaton,GB,52.5232,-1.4652,54.45,74,98,4.0,overcast clouds
398,Afonso Claudio,BR,-20.0742,-41.1239,77.41,70,67,4.12,broken clouds
399,Pucara,PE,-15.9803,-71.4606,46.53,17,22,15.57,few clouds
400,Goderich,CA,43.7501,-81.7165,50.04,61,100,8.05,overcast clouds
401,Sao Felix Do Xingu,BR,-6.6447,-51.995,89.1,57,90,3.94,overcast clouds
402,Chibombo,ZM,-14.6569,28.0706,83.68,27,87,3.49,overcast clouds
403,Swan River,CA,52.1058,-101.2676,39.09,75,45,10.36,scattered clouds
404,Susanville,US,40.4163,-120.653,44.82,80,100,1.99,overcast clouds
405,Storforshei,NO,66.4043,14.5233,30.65,94,88,3.0,overcast clouds
406,Clonakilty,IE,51.6231,-8.8706,55.09,91,100,28.01,overcast clouds
407,Inhambane,MZ,-23.865,35.3833,75.18,94,20,14.97,few clouds
408,Ostersund,SE,63.1792,14.6357,36.05,93,75,13.8,broken clouds
409,Tenenkou,ML,14.4572,-4.9169,95.23,25,32,5.1,scattered clouds
410,Wanning,CN,18.8003,110.3967,70.75,88,99,11.56,overcast clouds
411,Sarkand,KZ,45.41,79.9186,38.82,45,7,4.29,clear sky
412,General Roca,AR,-39.0333,-67.5833,75.61,13,2,18.77,clear sky
413,Sisimiut,GL,66.9395,-53.6735,23.29,94,100,13.02,light snow
414,Flinders,AU,-34.5833,150.8552,64.2,87,79,4.0,broken clouds
415,Longido,TZ,-2.7333,36.6833,77.49,40,99,18.75,overcast clouds
416,Luganville,VU,-15.5333,167.1667,77.34,89,60,5.32,broken clouds
417,Slyudyanka,RU,51.6594,103.7061,36.79,82,100,2.73,overcast clouds
418,Nome,US,64.5011,-165.4064,30.27,74,90,8.05,overcast clouds
419,Launceston,AU,-41.45,147.1667,49.64,94,75,3.44,broken clouds
420,Hirado,JP,33.3597,129.5531,61.74,60,32,16.89,scattered clouds
421,Matara,LK,5.9485,80.5353,78.4,81,12,8.05,few clouds
422,Killybegs,IE,54.6333,-8.45,55.11,89,100,23.22,overcast clouds
423,San Lazaro,BZ,18.0387,-88.6622,80.31,62,64,2.68,broken clouds
424,Hengyang,CN,26.8881,112.615,56.55,78,70,4.09,light rain
425,Kindersley,CA,51.4668,-109.1682,38.98,81,90,23.02,light rain
426,Codrington,AU,-38.2667,141.9667,48.88,85,21,12.93,few clouds
427,Dalianwan,CN,39.0286,121.695,57.72,81,0,4.47,light rain
428,Olafsvik,IS,64.8945,-23.7142,45.09,92,100,13.18,overcast clouds
429,Mana,GF,5.6592,-53.7767,83.03,80,100,8.99,moderate rain
430,Villeta,CO,5.0089,-74.4723,83.01,78,46,3.78,scattered clouds
431,Broome,US,42.2506,-75.833,50.77,75,90,1.01,light rain
432,Kavaratti,IN,10.5669,72.642,81.79,77,69,3.94,broken clouds
433,Greystones,IE,53.1408,-6.0631,56.79,92,100,24.65,overcast clouds
434,Alakurtti,RU,66.9672,30.3491,19.63,95,100,3.36,overcast clouds
435,Kibala,TD,9.1104,18.3463,87.75,66,20,0.0,thunderstorm
436,Nadym,RU,65.5333,72.5167,33.42,98,100,9.84,overcast clouds
437,Ushtobe,KZ,45.2514,77.9838,42.62,45,12,5.59,few clouds
438,Solwezi,ZM,-12.1688,26.3894,73.47,47,65,2.08,broken clouds
439,Tucuman,AR,-26.8241,-65.2226,80.6,36,40,21.85,dust
440,Itacare,BR,-14.2775,-38.9967,82.29,87,100,7.02,overcast clouds
441,Isabela,PH,6.7085,121.9711,78.42,89,100,5.17,overcast clouds
442,Barrhead,GB,55.7992,-4.3929,55.85,79,90,5.01,overcast clouds
443,Najran,SA,17.4924,44.1277,74.05,22,2,3.49,clear sky
444,Chimoio,MZ,-19.1164,33.4833,82.26,42,0,16.11,clear sky
445,Prado,BR,-17.3411,-39.2208,78.53,71,45,9.78,scattered clouds
446,Kushima,JP,31.4583,131.2333,54.12,75,26,8.1,scattered clouds
447,Ocampo,MX,21.65,-101.5,72.28,42,96,0.85,overcast clouds
448,Kovdor,RU,67.5662,30.4758,23.05,94,100,3.49,overcast clouds
449,Turukhansk,RU,65.8167,87.9833,31.91,98,100,13.56,light snow
450,Chapais,CA,49.7834,-74.8492,35.38,59,98,4.03,overcast clouds
451,Batemans Bay,AU,-35.7167,150.1833,59.99,89,100,8.57,overcast clouds
452,Itarema,BR,-2.9248,-39.9167,87.17,57,75,16.28,broken clouds
453,Bondo,CD,3.8146,23.6866,71.26,96,76,2.01,light rain
454,Guangyuan,CN,32.442,105.823,55.13,91,100,3.0,overcast clouds
455,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,73,31,6.11,scattered clouds
456,Katete,UG,-0.7818,29.7544,63.68,92,78,4.41,light rain
457,Key West,US,24.5557,-81.7826,87.8,69,40,0.0,scattered clouds
458,Tezu,IN,27.9167,96.1667,70.93,72,22,3.2,few clouds
459,Ucluelet,CA,48.9329,-125.5528,52.11,92,100,6.8,overcast clouds
460,Znamenskoye,RU,57.1281,73.8282,48.27,77,94,14.74,light rain
461,Nuristan,AF,35.3,70.8333,23.2,40,7,6.29,clear sky
462,Campobello Di Mazara,IT,37.6358,12.7443,71.85,78,100,4.63,overcast clouds
463,Matagami,CA,49.7502,-77.6328,41.11,65,90,11.5,overcast clouds
464,Plettenberg Bay,ZA,-34.0527,23.3716,57.02,79,51,12.21,light rain
465,Vilyuysk,RU,63.7553,121.6247,36.3,94,100,11.23,overcast clouds
466,Karema,TZ,-6.8205,30.4389,79.43,66,37,6.08,scattered clouds
467,Rubtsovsk,RU,51.5,81.25,44.74,58,97,22.55,overcast clouds
468,Keetmanshoop,NA,-26.5833,18.1333,58.73,53,46,17.45,scattered clouds
469,Merzifon,TR,40.8733,35.4631,49.46,62,0,5.75,clear sky
470,Iskateley,RU,67.6803,53.1512,27.7,84,34,11.86,scattered clouds
471,Alice Springs,AU,-23.7,133.8833,71.15,33,52,12.66,broken clouds
472,Poum,NC,-20.2333,164.0167,73.69,80,5,13.58,clear sky
473,Pestera,RO,44.1833,28.1333,61.43,65,67,4.03,broken clouds
474,Grand-Santi,GF,4.25,-54.3833,89.37,54,95,2.77,overcast clouds
475,Baker City,US,44.7749,-117.8344,46.58,91,90,6.91,overcast clouds
476,Cidreira,BR,-30.1811,-50.2056,72.82,73,80,9.37,moderate rain
477,Bokoro,TD,12.3807,17.0568,92.61,22,32,7.47,scattered clouds
478,Tura,IN,25.5198,90.2201,66.36,87,0,2.95,clear sky
479,Ternate,ID,0.8,127.4,80.37,77,78,1.77,broken clouds
480,Barcelos,PT,41.5388,-8.6151,65.84,70,100,3.36,overcast clouds
481,Santa Barbara,US,34.7333,-120.0343,60.3,73,75,4.61,broken clouds
482,Walvis Bay,NA,-22.9575,14.5053,63.09,78,0,21.54,clear sky
483,Pinerolo,IT,44.8833,7.35,58.06,81,1,1.01,clear sky
484,Vinh,VN,18.6667,105.6667,67.06,78,98,6.08,overcast clouds
485,Sylva,RU,58.0348,56.7635,36.77,83,80,8.79,broken clouds
486,Pevek,RU,69.7008,170.3133,12.09,94,100,7.9,light snow
487,Palu,ID,-0.8917,119.8707,74.91,95,100,2.66,overcast clouds
488,La Orilla,MX,17.9833,-102.2333,84.22,69,99,4.14,overcast clouds
489,Bhabua,IN,25.05,83.6167,71.28,67,0,2.48,clear sky
490,Sychevka,RU,55.8252,34.2736,39.18,93,59,11.88,broken clouds
491,Krasnovishersk,RU,60.4078,57.082,39.88,82,93,11.56,overcast clouds
492,Vila,PT,42.0304,-8.1588,53.33,74,100,2.33,overcast clouds
493,Zharkent,KZ,44.1628,80.0,39.99,57,1,5.12,clear sky
494,Oranjemund,NA,-28.55,16.4333,58.75,78,9,13.47,clear sky
495,Ubinskoye,RU,55.3068,79.6802,46.04,76,99,17.13,overcast clouds
496,Pangoa,PE,-12.1167,-73.0,93.33,37,40,4.9,scattered clouds
497,Imperia,IT,43.9667,7.7833,61.14,56,2,8.55,clear sky
498,Egvekinot,RU,66.3167,-179.1667,8.89,80,100,7.31,overcast clouds
499,Salalah,OM,17.0151,54.0924,77.97,67,8,3.89,clear sky
500,Morristown,US,36.214,-83.2949,66.9,60,1,3.44,clear sky
501,Smithers,CA,54.7804,-127.1743,43.12,75,90,4.61,light rain
502,Kuminskiy,RU,58.6667,66.5667,42.28,74,45,14.45,scattered clouds
503,Ambovombe,MG,-25.1667,46.0833,71.01,91,35,6.22,scattered clouds
504,Zhigansk,RU,66.7697,123.3711,21.94,95,100,18.3,snow
505,Raymondville,US,26.4815,-97.7831,87.91,48,28,12.66,scattered clouds
506,Zarand,IR,30.8127,56.564,56.86,22,0,2.68,clear sky
507,Guerrero Negro,MX,27.9769,-114.0611,70.92,63,4,16.31,clear sky
508,Kysyl-Syr,RU,63.8986,122.7617,34.45,98,100,9.51,light rain
509,Jos,NG,9.9167,8.9,67.66,80,40,1.48,scattered clouds
510,Zheshart,RU,62.0731,49.5733,33.4,95,100,4.88,light snow
511,Numan,NG,9.4667,12.0333,77.23,81,17,6.55,moderate rain
512,De Aar,ZA,-30.6497,24.0123,54.66,45,82,10.09,broken clouds
513,Ofaqim,IL,31.3141,34.6203,72.73,62,0,7.63,clear sky
514,Alcaniz,ES,41.05,-0.1333,58.75,46,0,2.01,clear sky
515,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,92.75,49,27,1.81,scattered clouds
516,Porto Seguro,BR,-16.4497,-39.0647,75.72,94,90,5.75,overcast clouds
517,Rock Sound,BS,24.9,-76.2,77.72,83,100,8.66,overcast clouds
518,Chake Chake,TZ,-5.2459,39.7666,75.63,80,61,8.72,broken clouds
519,Hasaki,JP,35.7333,140.8333,41.4,56,0,13.35,clear sky
520,Uyuni,BO,-20.4597,-66.825,66.2,6,19,29.42,few clouds
521,Itoman,JP,26.1247,127.6694,73.42,60,75,8.05,broken clouds
522,Sangueya,GN,10.7,-14.3667,79.7,85,100,2.3,light rain
523,Kendrapara,IN,20.5042,86.416,75.61,75,26,0.36,scattered clouds
524,Salta,AR,-24.7859,-65.4117,84.49,34,20,11.99,few clouds
525,Brandon,US,27.9378,-82.2859,89.02,61,40,1.99,scattered clouds
526,La Romana,DO,18.4273,-68.9728,88.16,62,40,5.75,scattered clouds
527,Nouadhibou,MR,20.931,-17.0347,69.1,80,0,22.48,clear sky
528,Soure,BR,-0.7167,-48.5233,84.42,69,100,8.97,overcast clouds
529,Sal Rei,CV,16.1833,-22.9167,84.4,54,0,19.57,clear sky
530,Paso De Los Toros,UY,-32.8167,-56.5167,64.44,72,100,8.23,light rain
531,Fukue,JP,32.6881,128.8419,64.85,58,37,17.49,scattered clouds
532,Mikhaylovka,RU,50.06,43.2379,53.85,73,100,9.35,moderate rain
533,Joshimath,IN,30.5667,79.5667,52.9,63,4,6.13,clear sky
534,Miyako,JP,39.6367,141.9525,44.56,74,8,6.6,clear sky
535,Padang,ID,-0.9492,100.3543,77.11,90,75,3.13,broken clouds
536,Ust-Nera,RU,64.5667,143.2,-0.62,99,92,3.22,overcast clouds
537,Coihaique,CL,-45.5752,-72.0662,52.41,40,40,16.11,scattered clouds
538,Canhotinho,BR,-8.8822,-36.1911,85.19,51,86,14.16,overcast clouds
539,Erenhot,CN,43.6475,111.9767,43.63,35,17,6.08,few clouds
540,Arlit,NE,18.7369,7.3853,93.18,11,57,6.24,broken clouds
541,Kollo,NE,13.3043,2.339,95.43,36,80,9.24,broken clouds
542,Mandalgovi,MN,45.7625,106.2708,36.05,32,0,6.06,clear sky
543,Tieling,CN,42.2931,123.8414,48.74,63,0,5.75,clear sky
544,Hong Gai,VN,20.956,107.0946,67.91,78,34,5.01,scattered clouds
545,Puerto Madryn,AR,-42.7692,-65.0385,62.53,21,3,9.13,clear sky
546,Banjar,ID,-8.19,114.9675,80.46,86,90,6.02,overcast clouds
547,Bobrovka,RU,54.047,61.7455,47.79,81,29,14.52,scattered clouds
548,Omsukchan,RU,62.5333,155.8,-0.54,91,99,3.33,overcast clouds
549,Armidale,AU,-30.5167,151.65,54.81,98,3,5.44,clear sky
550,Greenwood,US,34.1668,-82.1165,73.15,59,1,6.91,clear sky
551,Husavik,IS,66.0449,-17.3389,37.31,97,100,3.83,overcast clouds
552,Srednekolymsk,RU,67.45,153.6833,-13.9,98,58,4.36,broken clouds
553,Ponta Delgada,PT,37.7333,-25.6667,70.52,68,20,10.36,few clouds
554,Arroyo,ES,41.6096,-4.7969,59.14,56,0,4.61,clear sky
555,Wukari,NG,7.85,9.7833,73.89,88,67,3.76,broken clouds
556,Inuvik,CA,68.3499,-133.7218,28.44,93,75,3.44,broken clouds
557,Komsomolskiy,UZ,40.4272,71.7189,44.02,56,1,9.22,clear sky
558,Bubaque,GW,11.2833,-15.8333,84.15,66,84,7.25,broken clouds
559,Solnechnyy,RU,50.7214,136.6319,32.77,85,1,4.16,clear sky
560,Mindelo,CV,16.8901,-24.9804,81.95,57,20,25.32,few clouds
561,Dubai,AE,25.2582,55.3047,87.73,58,0,6.91,clear sky
562,Port Hardy,CA,50.6996,-127.4199,48.38,93,40,6.91,light rain
563,Udachnyy,RU,66.4167,112.4,23.59,86,27,17.6,scattered clouds
564,Oktyabrskiy,RU,54.4815,53.471,45.88,76,73,7.49,broken clouds
565,Otane,NZ,-39.8833,176.6333,55.0,72,100,5.06,overcast clouds
566,Khandyga,RU,62.6667,135.6,-2.09,99,52,1.7,broken clouds
567,Chegdomyn,RU,51.1167,133.0167,25.66,97,9,2.51,clear sky
568,Frederico Westphalen,BR,-27.3592,-53.3944,63.63,97,100,7.58,moderate rain
569,Cap-Aux-Meules,CA,47.3821,-61.8597,57.25,94,90,5.75,overcast clouds
570,Sendafa,ET,9.15,39.0333,49.32,61,18,5.66,few clouds
571,Nkoteng,CM,4.5167,12.0333,70.52,91,46,2.95,scattered clouds
572,Peleduy,RU,59.6289,112.7406,37.18,90,100,10.04,light rain
573,Graaff-Reinet,ZA,-32.2522,24.5308,59.92,52,71,16.33,broken clouds
574,Poso,ID,-1.3959,120.7524,76.12,85,98,4.79,overcast clouds
575,La Ronge,CA,55.1001,-105.2842,35.85,75,90,14.97,overcast clouds
